"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address",Location,"Switch Slot/[Pic/]Port","Port Type","Service Speed","Service Type","Membership Type","Route Servers"
"Flexoptix GmbH",http://www.flexoptix.net/,199121,Open,206.55.196.16,2001:504:31::3:9d1:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 VLAN: 1927",ConneXions,100,ConneXions,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Fluency Communications Limited",http://www.fluency.net.uk,56595,Open,195.66.246.2,2001:7f8:4:3::dd13:1,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 14",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Fluency Communications Limited",http://www.fluency.net.uk,56595,Open,195.66.228.4,2001:7f8:4:4::dd13:1,"BT Stadium House (BTS)","edge2-bts.car1 8",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Fluency Communications Limited",http://www.fluency.net.uk,56595,Open,195.66.225.192,2001:7f8:4::dd13:1,"Telehouse North2 (TH2)","edge1-th2 xe-2/1/2",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Fluency Communications Limited",http://www.fluency.net.uk,56595,Open,195.66.225.192,2001:7f8:4::dd13:1,"Telehouse North2 (TH2)","edge1-th2 xe-2/1/3",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Fluency Communications Limited",http://www.fluency.net.uk,56595,Open,195.66.244.45,2001:7f8:4:2::dd13:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe14",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fluidata,http://www.fluidone.com/,39545,Open,195.66.237.84,2001:7f8:4:1::9a79:1,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe19",10G,10000,Regular,full,
Fluidata,http://www.fluidone.com/,39545,Open,195.66.225.84,2001:7f8:4::9a79:1,"Telehouse East (THE)","edge4-the xe-8/0/1",10G,10000,Regular,full,
Fluidata,http://www.fluidone.com/,39545,Open,195.66.244.76,2001:7f8:4:2::9a79:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe20",1000,1000,Regular,full,
"Forcepoint Cloud Limited",http://www.forcepoint.com/,44444,Selective,195.66.236.170,2001:7f8:4:1::ad9c:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe30",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Forcepoint Cloud Limited",http://www.forcepoint.com/,44444,Selective,195.66.224.170,2001:7f8:4::ad9c:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/1/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Forcepoint Cloud Limited",http://www.forcepoint.com/,44444,Selective,195.66.224.170,2001:7f8:4::ad9c:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/0/5",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Forcepoint Cloud Limited",http://www.forcepoint.com/,44444,Selective,195.66.236.170,2001:7f8:4:1::ad9c:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe22",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Forcepoint Cloud Limited",http://www.forcepoint.com/,44444,Selective,206.55.196.9,2001:504:31::ad9c:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-11/1/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Forte Telecom",http://www.fortetelecom.com.br,263009,Selective,195.66.227.186,2001:7f8:4::4:361:1,"Equinix LD8 Harbour Exchange (TCH)","core3-tch VLAN: 102",ConneXions,2000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Free SAS",http://www.free.fr/,12322,Selective,195.66.224.191,2001:7f8:4::3022:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/2/5",10G,10000,Regular,full,
"Free SAS",http://www.free.fr/,12322,Selective,195.66.224.191,2001:7f8:4::3022:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/0/3",10G,10000,Regular,full,
"Freethought Internet Limited",http://www.freethought-internet.co.uk,41000,Open,195.66.244.78,2001:7f8:4:2::a028:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 VLAN: 601",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Freethought Internet Limited",http://www.freethought-internet.co.uk,41000,Open,195.66.238.215,2001:7f8:4:1::a028:1,"Telehouse North (THN)","edge4-thn-lon2 xe23",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Freethought Internet Limited",http://www.freethought-internet.co.uk,41000,Open,195.66.226.215,2001:7f8:4::a028:1,"Telehouse North (THN)","edge4-thn ge-7/2/9",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Fujitsu Services",http://services.fujitsu.com/,49572,Open,195.66.224.50,2001:7f8:4::c1a4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/0/6",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Fujitsu Services",http://services.fujitsu.com/,49572,Open,195.66.236.50,2001:7f8:4:1::c1a4:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe15",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Fuse 2 Communications",http://www.fuse2.net,20832,Open,195.66.225.21,2001:7f8:4::5160:1,"Telehouse North (THN)","core4-thn VLAN: 2273",ConneXions,1000,ConneXions,full,
"Fuse 2 Communications",http://www.fuse2.net,20832,Open,195.66.244.112,2001:7f8:4:2::5160:1,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe6",1000,1000,Regular,full,
"Future Publishing Ltd",http://www.futureplc.com,20596,Open,195.66.226.199,2001:7f8:4::5074:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/2/4",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Future Publishing Ltd",http://www.futureplc.com,20596,Open,195.66.238.199,2001:7f8:4:1::5074:1,"Interxion LON2 (IN2)","edge1-in2-lon2 xe22",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Fuze,http://www.fuze.com,13896,Open,206.55.196.60,2001:504:31::3648:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 ge-0/3/8",1000,1000,Regular,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
Fuze,http://www.fuze.com,13896,Open,195.66.227.97,2001:7f8:4::3648:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/2/7",1000,1000,Regular,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"G-Core Labs S.A.",http://www.gcore.lu,199524,Selective,195.66.237.19,2001:7f8:4:1:0:3:b64:1,"Telehouse North2 (TH2)","edge2-th2-lon2 ce3/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"G-Core Labs S.A.",http://www.gcore.lu,199524,Selective,195.66.226.171,2001:7f8:4::3:b64:2,"Telehouse West (THW)","core3-thw et-3/3/3",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"G.Network Communications",http://www.g.network,202596,Open,195.66.224.164,2001:7f8:4::3:1764:1,"Telehouse West (THW)","edge1-thw xe-4/3/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"G.Network Communications",http://www.g.network,202596,Open,195.66.224.164,2001:7f8:4::3:1764:1,"Telehouse West (THW)","edge1-thw xe-9/2/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"G3comms Ltd",http://www.g3comms.com,198781,Selective,195.66.238.64,2001:7f8:4:1:0:3:87d:1,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe3",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"G3comms Ltd",http://www.g3comms.com,198781,Selective,195.66.226.64,2001:7f8:4::3:87d:1,"Telehouse North (THN)","edge4-thn ge-7/3/5",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"G3comms Ltd",http://www.g3comms.com,198781,Selective,195.66.226.64,2001:7f8:4::3:87d:1,"Telehouse North (THN)","edge4-thn ge-7/3/3",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"G3comms Ltd",http://www.g3comms.com,198781,Selective,195.66.238.64,2001:7f8:4:1:0:3:87d:1,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe14",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"G8 Telecomunicações e Serviços",http://www.g8.net.br,28329,Selective,195.66.227.107,2001:7f8:4::6ea9:1,"Interxion LON2 (IN2)","core3-in2 VLAN: 501",ConneXions,100,ConneXions,full,
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.238.138,2001:7f8:4:1::8249:1,"Telehouse West (THW)","edge2-thw-lon2 xe28",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.239.182,2001:7f8:4:1::8249:3,"Telehouse West (THW)","edge4-thw-lon2 ce8/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.224.65,2001:7f8:4::8249:2,"Telehouse West (THW)","edge1-thw xe-4/1/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.226.138,2001:7f8:4::8249:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/1/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.236.65,2001:7f8:4:1::8249:2,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe30",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.226.138,2001:7f8:4::8249:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/3/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.224.65,2001:7f8:4::8249:2,"Telehouse West (THW)","edge1-thw xe-9/0/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.238.138,2001:7f8:4:1::8249:1,"Telehouse West (THW)","edge2-thw-lon2 xe7",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.236.65,2001:7f8:4:1::8249:2,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe25",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gaikai Inc",http://gaikai.com,33353,Selective,195.66.227.185,2001:7f8:4::8249:3,"Telehouse West (THW)","core3-thw et-2/5/2",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Game Digital Ltd",http://www.game.net,21099,Open,195.66.224.162,,"Telehouse West (THW)","edge1-thw xe-3/2/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Game Digital Ltd",http://www.game.net,21099,Open,195.66.236.162,2001:7f8:4:1::526b:1,"Digital Realty Sovereign House (RBS)","edge3-rbs-lon2 xe18",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gamesys Ltd",http://www.gamesyscorporate.com/,44646,Open,195.66.226.155,2001:7f8:4::ae66:1,"Equinix LD9 Powergate (TCA)","edge1-tca xe-2/1/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gamesys Ltd",http://www.gamesyscorporate.com/,44646,Open,195.66.238.155,2001:7f8:4:1::ae66:2,"Equinix LD9 Powergate (TCA)","edge1-tca-lon2 xe24",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gamesys Ltd",http://www.gamesyscorporate.com/,44646,Open,195.66.226.211,,"Interxion LON2 (IN2)","edge1-in2 xe-3/0/4",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gamesys Ltd",http://www.gamesyscorporate.com/,44646,Open,195.66.238.211,,"Interxion LON2 (IN2)","edge1-in2-lon2 xe8",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.244.113,2001:7f8:4:2::7ba7:11,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe5",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.237.242,2001:7f8:4:1::7ba7:1,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe9",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.244.20,,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe4",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.237.242,2001:7f8:4:1::7ba7:1,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe10",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.225.242,2001:7f8:4::7ba7:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/2/3",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.227.31,2001:7f8:4::7ba7:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/3/3",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.239.31,2001:7f8:4:1::7ba7:2,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe9",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.227.31,2001:7f8:4::7ba7:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/0/4",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.244.113,2001:7f8:4:2::7ba7:11,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe4",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.239.31,2001:7f8:4:1::7ba7:2,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe10",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.225.242,2001:7f8:4::7ba7:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/1/0",10G,10000,Regular,full,
"Gamma Telecom Limited",http://www.gamma.co.uk,31655,Open,195.66.244.20,,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe3",10G,10000,Regular,full,
Gandi,http://www.gandi.net,29169,Open,195.66.225.20,2001:7f8:4::71f1:1,"Telehouse North (THN)","core4-thn VLAN: 888",ConneXions,1000,ConneXions,full,
"GBI HQ Cooperatief UA",http://www.gbiinc.com/,200612,Selective,195.66.224.237,2001:7f8:4::3:fa4:1,"Telehouse West (THW)","core3-thw et-3/1/0",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"GCI Network Solutions Ltd",http://www.inweb.co.uk/,8851,Open,195.66.236.93,2001:7f8:4:1::2293:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe31",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"GCI Network Solutions Ltd",http://www.inweb.co.uk/,8851,Open,195.66.244.48,,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe18",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"GCI Network Solutions Ltd",http://www.inweb.co.uk/,8851,Open,195.66.224.93,2001:7f8:4::2293:1,"Telehouse North (THN)","edge2-thn xe-9/1/0",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
GConnect,http://www.gconnect.net,33941,Open,195.66.224.7,2001:7f8:4::8495:1,"Telehouse East (THE)","edge4-the xe-8/0/0",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
GConnect,http://www.gconnect.net,33941,Open,195.66.236.7,2001:7f8:4:1::8495:1,"Telehouse North (THN)","edge4-thn-lon2 xe38",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
GConnect,http://www.gconnect.net,33941,Open,195.66.244.98,2001:7f8:4:2::8495:2,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe30",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"GEANT Vereniging",http://www.geant.org,21320,Selective,195.66.226.161,2001:7f8:4::5348:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/2/0",100G,100000,Regular,full,
"Gib Fibre",http://www.gibfibre.com,202087,Open,195.66.227.173,,"Telehouse North (THN)","edge2-thn VLAN: 2601",ConneXions,1000,ConneXions,full,
Gibtelecom,http://www.gibtele.com,8301,Selective,195.66.225.113,2001:7f8:4::206d:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-8/0/4",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Gigaclear,http://www.gigaclear.com/,56329,Open,195.66.227.5,2001:7f8:4::dc09:1,"Equinix LD6 (EQ4)","edge4-eq4 et-2/1/5",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Giganet Limited",http://www.m12solutions.co.uk/,198440,Selective,195.66.226.198,2001:7f8:4::3:728:1,"Telehouse North (THN)","edge3-thn xe-2/3/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Giganet Limited",http://www.m12solutions.co.uk/,198440,Selective,195.66.238.198,2001:7f8:4:1:0:3:728:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe24",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Giganews, Inc.",http://www.giganews.com/peering.html,30094,Open,195.66.224.67,2001:7f8:4::758e:1,"Telehouse North (THN)","core4-thn VLAN: 847",ConneXions,10000,ConneXions,full,
"Gilat Telecom Ltd",https://www.gilat.com/,12491,Selective,195.66.226.227,2001:7f8:4::30cb:1,"Telehouse West (THW)","edge1-thw xe-9/2/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Gilat Telecom Ltd",https://www.gilat.com/,12491,Selective,195.66.226.248,2001:7f8:4::30cb:2,"Telehouse West (THW)","edge1-thw xe-7/2/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
GITGE,http://www.gitge.org,37529,Open,195.66.237.244,2001:7f8:4:1::9299:1,"Telehouse North (THN)","edge1-thn-lon2 VLAN: 100",ConneXions,3000,ConneXions,full,"rs2.lon2, rs4.lon2"
"Github, Inc",https://github.com/,36459,Open,206.55.196.55,2001:504:31::8e6b:2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/3/2",10G,10000,Regular,full,
"Github, Inc",https://github.com/,36459,Open,206.55.196.54,2001:504:31::8e6b:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-9/1/2",10G,10000,Regular,full,
"Github, Inc",https://github.com/,36459,Open,206.55.196.54,2001:504:31::8e6b:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/3/1",10G,10000,Regular,full,
"Github, Inc",https://github.com/,36459,Open,206.55.196.55,2001:504:31::8e6b:2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-9/2/3",10G,10000,Regular,full,
"GleSYS AB",https://www.glesys.com,42708,Selective,195.66.225.159,2001:7f8:4::a6d4:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/2/3",10G,10000,Regular,full,
Glide,https://glidebusiness.co.uk/residential,42689,Open,195.66.246.23,2001:7f8:4:3::a6c1:1,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 35",1000,1000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Glide,https://glidebusiness.co.uk/residential,42689,Open,195.66.236.20,2001:7f8:4:1::a6c1:2,"Telehouse North (THN)","edge5-thn-lon2 ce2/1",100G,100000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Glide,https://glidebusiness.co.uk/residential,42689,Open,195.66.228.31,2001:7f8:4:4::a6c1:1,"BT Stadium House (BTS)","edge1-bts.car1 5",1000,1000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Glide,https://glidebusiness.co.uk/residential,42689,Open,195.66.224.20,2001:7f8:4::a6c1:1,"Interxion LON2 (IN2)","core3-in2 et-2/3/3",100G,100000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Glide,https://glidebusiness.co.uk/residential,42689,Open,195.66.244.36,2001:7f8:4:2::a6c1:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe31",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Global Broadband Solution (GBS)",http://www.gbs.cd,43256,Selective,195.66.226.118,2001:7f8:4::a8f8:1,"Telehouse North (THN)","edge1-thn ge-7/2/7",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Global Cloud Exchange",http://www.globalcloudxchange.com/,15412,Restrictive,195.66.224.146,2001:7f8:4::3c34:1,"Telehouse East (THE)","edge4-the xe-7/2/6",10G,10000,Regular,full,
"Global Cloud Exchange",http://www.globalcloudxchange.com/,15412,Restrictive,195.66.236.146,2001:7f8:4:1::3c34:1,"Telehouse East (THE)","edge1-the-lon2 xe10",10G,10000,Regular,full,
"Global Cloud Exchange",http://www.globalcloudxchange.com/,15412,Restrictive,195.66.236.146,2001:7f8:4:1::3c34:1,"Telehouse East (THE)","edge1-the-lon2 xe11",10G,10000,Regular,full,
"Global Cloud Exchange",http://www.globalcloudxchange.com/,15412,Restrictive,195.66.224.146,2001:7f8:4::3c34:1,"Telehouse East (THE)","edge4-the xe-7/2/2",10G,10000,Regular,full,
"Global Cloud Exchange",http://www.globalcloudxchange.com/,15412,Restrictive,195.66.236.146,2001:7f8:4:1::3c34:1,"Telehouse East (THE)","edge1-the-lon2 xe9",10G,10000,Regular,full,
"Global Cloud Exchange",http://www.globalcloudxchange.com/,15412,Restrictive,195.66.224.146,2001:7f8:4::3c34:1,"Telehouse East (THE)","edge4-the xe-7/2/0",10G,10000,Regular,full,
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.225.2,2001:7f8:4::9922:1,"Telehouse West (THW)","edge1-thw xe-3/2/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.225.2,2001:7f8:4::9922:1,"Telehouse West (THW)","edge1-thw xe-4/0/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.225.2,2001:7f8:4::9922:1,"Telehouse West (THW)","edge1-thw xe-4/2/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.237.2,2001:7f8:4:1::9922:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe9",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.237.2,2001:7f8:4:1::9922:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe10",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.237.2,2001:7f8:4:1::9922:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe11",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.237.2,2001:7f8:4:1::9922:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe12",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Radio UK Ltd",http://www.global.com,39202,Open,195.66.225.2,2001:7f8:4::9922:1,"Telehouse West (THW)","edge1-thw xe-3/3/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Global Transit Communications",http://www.globaltransit.net/,24218,Restrictive,195.66.225.194,2001:7f8:4::5e9a:1,"Interxion LON2 (IN2)","edge1-in2 xe-9/0/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"GlobalConnect A/S",http://www.globalconnect.dk/,31027,Selective,195.66.226.112,2001:7f8:4::7933:1,"Telehouse North (THN)","edge2-thn xe-4/3/0",10G,10000,Regular,full,
"GlobalNet JSC",http://www.etelecom.ru,31500,Open,195.66.224.215,2001:7f8:4::7b0c:1,"Telehouse North (THN)","edge2-thn xe-4/0/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Globe Telecom",http://,4775,Open,195.66.227.151,2001:7f8:4::12a7:1,"Telehouse North (THN)","core3-thn VLAN: 1716",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"GLOMAN SA",http://www.gloman.gr,50311,Open,195.66.224.148,,"Telehouse North (THN)","edge3-thn ge-7/0/4",1000,1000,Regular,full,
GMCHosting,https://gmchosting.com,19186,Open,195.66.227.199,2001:7f8:4::4af2:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-8/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Go Internet Ltd",http://www.wightwireless.net,203649,Open,195.66.227.216,2001:7f8:4::3:1b81:1,"Telehouse North (THN)","edge1-thn xe-5/2/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
